geo_id_ct,muni_nei,fips,total_pop,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 17 years,18 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Black,Indigenous/Native American,Asian,Native Hawaiian/Pacific Islander,White,Two or More Races,households,Family Households,Nonfamily Households,Households with Children,Households with No Children,over_25_dem,Less than High School,High School Degree or Equivalent,Some College,Bachelor's Degree,Master's Degree,Doctoral/Professional Degree,civ_lf_denom,Employed,Unemployed,hhincome,Owner-Occupied Housing Units,Renter-Occupied Housing Units,workers_16up_denom,Public Transportation,Bicycle,Walking,No Vehicle,One Vehicle,Two or More Vehicles
4340,Ben Avon,42003434000,1904,45.9,54.1,7.14,6.67,6.25,4.41,4.62,15.39,15.91,12.5,14.6,8.46,2.89,1.16,1.68,0,0.53,0,94.28,2.47,782,67.01,32.99,34.02,65.98,1350,2.37,13.63,22.15,33.78,19.63,8.45,1080,97.41,2.59,92143,75.83,24.17,1034,5.42,0,1.06,3.58,32.1,64.32
4350,Emsworth,42003435000,2503,51.3,48.7,4.51,2.08,8.79,5.27,3.36,21.73,13.02,11.07,15.9,8.91,3.88,1.48,4.83,0,1.88,0,88.25,4.08,1258,44.36,55.64,18.92,81.08,1902,5.36,24.45,32.97,24.34,9.57,3.32,1473,94.5,5.5,55926,59.86,40.14,1380,4.57,0,4.71,5.48,49.6,44.91
4370,Ohio Twp,42003437000,6565,52.63,47.37,6.79,10.5,5.29,2.25,3.41,13.34,15.84,11.9,13.28,10.94,4.72,1.74,3.27,0,2.7,0,91.79,2.24,2483,78.45,21.55,34.76,65.24,4711,2.91,13.84,18.42,32.05,24.79,7.98,3589,97.13,2.87,117917,78.13,21.87,3273,2.05,0,0.46,0.68,23.4,75.92
4390,Bell Acres,42003439000,1463,50.24,49.76,4.78,5.4,8.2,5.67,3.21,7.52,11.62,16.47,19,11.07,4.44,2.6,1.64,0,1.78,0,93.78,1.98,527,81.02,18.98,32.64,67.36,1064,1.88,26.32,18.89,34.3,12.88,5.74,758,97.1,2.9,105313,90.7,9.3,712,0.7,0,0.42,0,12.14,87.85
4455,Sewickley,42003445500,3829,44.95,55.05,4.02,4.47,8.31,4.6,7.16,14.68,8.85,14.44,12.77,10.39,7.03,3.29,8.75,0,2.35,0,85.53,2.17,1825,54.41,45.59,25.32,74.68,2736,1.79,12.39,20.39,32.64,19.77,13.01,1940,97.22,2.78,63475,61.64,38.36,1875,6.03,0,7.25,9.81,35.78,54.41
4460,Edgeworth,42003446000,1586,48.99,51.01,4.35,7.57,9.58,6.81,3.03,4.92,12.74,17.02,15.01,10.15,6.62,2.21,0.38,0,1.26,0,97.86,0.5,602,80.9,19.1,35.88,64.12,1089,2.02,5.69,11.66,36,25.16,19.47,748,96.12,3.88,178929,92.69,7.31,692,0.87,0.87,4.19,1,20.6,78.41
4470,Leet Twp,42003447000,1602,47.5,52.5,7.87,3.75,8.11,6.43,4.37,11.86,11.67,16.6,12.36,9.93,6.37,0.69,2.81,0,1.94,0,93.13,1.12,594,80.81,19.19,39.23,60.77,1113,2.88,20.4,27.67,25.7,16.08,7.27,875,98.29,1.71,86964,87.21,12.79,843,1.19,0,0,4.04,22.05,73.91
4480,Leetsdale,42003448000,1189,49.79,50.21,4.37,5.47,6.14,5.21,6.14,11.27,13.62,13.62,11.61,12.78,7.23,2.52,4.71,0,4.54,0,82.42,8.07,576,51.04,48.96,21.53,78.47,864,11.69,26.97,25.93,22.45,7.87,5.09,638,97.96,2.04,55333,63.37,36.63,620,5.32,0.65,13.06,15.28,46.7,38.02
4490,Crescent,42003449000,2589,47.82,52.18,4.87,5.6,8.3,4.13,5.02,12.48,11.09,14.33,14.79,11.16,6.53,1.7,1.39,0,0.89,0,94.01,3.71,1045,70.14,29.86,30.43,69.57,1866,6.81,28.67,35.16,19.45,7.82,2.09,1388,95.61,4.39,74350,83.06,16.94,1310,1.68,0,0,0.96,36.46,62.58
4507,Coraopolis,42003450700,2973,52.64,47.36,5.05,3.83,6.69,2.25,6.83,19.24,10.53,11.44,14.6,9.45,6.76,3.33,19.24,0,0.24,0,74.64,5.58,1544,46.96,53.04,21.7,78.3,2240,2.46,33.21,37.54,21.25,4.29,1.25,1692,88.53,11.47,42105,57.77,42.23,1471,2.92,0,2.72,12.11,46.5,41.38
4508,Coraopolis,42003450800,2515,49.9,50.1,5.49,5.92,4.41,5.29,4.14,10.46,18.05,9.54,18.17,9.58,7.51,1.43,18.57,0,0.4,0,76.3,3.98,1261,52.34,47.66,27.12,72.88,1880,10.74,34.2,28.94,18.67,6.44,1.02,1335,96.78,3.22,47787,46.79,53.21,1310,6.64,0,5.5,11.97,40.68,47.35
4511.01,Moon Twp,42003451101,3659,50.51,49.49,4.07,6.5,3.77,5.6,6.67,9.18,12.11,16.34,18.45,10.93,4.45,1.91,1.42,0,4.1,0,93.8,0.38,1535,65.86,34.14,29.38,70.62,2685,1.64,17.36,21.82,42.01,13.22,3.95,2049,98.83,1.17,83359,86.97,13.03,1971,1.37,0,0.76,3.13,27.62,69.25
4511.02,Moon Twp,42003451102,5497,52.14,47.86,4.11,2.98,3.62,2.57,30.45,10.59,9.35,12.21,12.17,8.5,2.4,1.06,4.29,1.13,3.4,0,86.88,2.64,1977,53.72,46.28,21.35,78.65,3093,4.82,21.95,22.44,34.79,13.22,2.78,3079,93.28,6.72,71055,63.88,36.12,2784,4.49,0,6.36,4.91,33.33,61.76
4511.04,Moon Twp,42003451104,3858,53.24,46.76,8.09,7.1,6.64,3.97,6.12,12.75,12.52,16.59,15.32,8.29,1.84,0.78,2.38,0,1.32,0,93.62,2.1,1331,83.32,16.68,38.39,61.61,2627,1.48,12.33,28.59,38.37,16.6,2.63,2277,97.36,2.64,120875,96.24,3.76,2153,0.93,0,0.14,3.16,14.65,82.19
4511.05,Moon Twp,42003451105,4920,54.02,45.98,7.99,5.08,5.79,1.85,11.93,21.42,14.65,13.05,7.24,4.37,3.72,2.91,7.05,0.14,12.07,0,76.02,4.45,2228,50.67,49.33,26.71,73.29,3314,7.75,17.41,22.36,37.05,11.71,3.71,2949,95.96,4.04,67292,47.49,52.51,2698,6.19,0,3.22,4.44,46.9,48.66
4513,Moon Twp,42003451300,7555,48.86,51.14,5.14,5.77,8.59,4.13,5.89,8.05,13.29,14.27,16.52,9.33,5.96,3.07,3.96,0,3.36,0,88.92,3.76,2688,81.58,18.42,32.74,67.26,5325,3.32,21,23.94,31.74,14.55,5.44,4173,96.48,3.52,111932,93.34,6.66,4013,2.02,0,0.82,1.9,16.33,81.76
4520,Findlay Twp,42003452000,5750,49.63,50.37,5.6,6.99,5.41,3.22,8.07,10.57,17.84,17.06,11.36,8.28,4.49,1.11,0.14,0,1.55,0,96.63,1.67,2396,64.48,35.52,26.71,73.29,4066,5.56,28.63,25.41,22.77,14.51,3.12,3373,96.32,3.68,80640,79.17,20.83,3243,2.41,0,3.33,3.51,34.47,62.02
4530.03,North Fayette,42003453003,1920,45.89,54.11,3.8,4.53,6.61,3.49,8.39,14.84,10.21,15.73,14.01,10.94,5.42,2.03,2.24,0,0,0,97.34,0.42,793,71.37,28.63,26.48,73.52,1405,3.13,36.65,33.88,18.43,7.05,0.86,1157,97.75,2.25,70057,82.22,17.78,1129,2.66,0,0,3.28,26.73,69.99
4530.04,North Fayette,42003453004,6708,48.9,51.1,7.04,4.56,3.12,1.57,7.71,24.25,12.54,13.04,14.97,7.54,3.12,0.55,5.02,0.01,3.44,0,85.26,6.26,3192,53.82,46.18,17.67,82.33,5099,1.65,24.04,38.52,24.28,7.84,3.67,4215,94.33,5.67,74779,59.21,40.79,3973,1.51,0,0.7,2.04,46.24,51.73
4550,Oakdale,42003455000,1505,52.23,47.77,5.85,3.52,4.85,3.52,7.04,12.36,8.37,15.28,18.47,13.22,4.52,2.99,1.26,0,0,0,97.81,0.93,651,66.51,33.49,22.89,77.11,1132,3.62,39.4,32.16,18.11,4.68,2.04,830,95.78,4.22,70662,80.49,19.51,779,1.54,0,2.7,5.68,25.96,68.35
4560.01,South Fayette Twp,42003456001,3960,49.87,50.13,4.55,9.22,7.53,7.53,3.81,12.73,17.65,15.15,12.9,6.69,1.46,0.78,0,0.68,3.13,0,94.95,0.48,1411,76.54,23.46,42.74,57.26,2668,1.65,19.08,23.01,37.07,16.42,2.77,2203,97.68,2.32,104421,92.35,7.65,2182,1.33,0,0,0,17.08,82.91
4560.03,South Fayette Twp,42003456003,6895,49.67,50.33,6.74,8.51,8.79,5.08,3.96,8.24,18.32,12.78,13.33,6.56,5.7,2,1.09,0,15.17,0,83.71,0.03,2541,68.4,31.6,41.44,58.56,4614,8.19,20.22,15.67,31.3,17.6,7.03,3449,97.25,2.75,92593,86.34,13.66,3284,1.74,0,0,4.92,27.98,67.1
4560.04,South Fayette Twp,42003456004,4759,41.08,58.92,5.55,5.48,4.45,3.26,4.12,9.9,15.11,9.04,12.27,10.82,8.76,11.24,1.62,0.46,6.68,0,89.66,1.58,2152,53.11,46.89,25.46,74.54,3671,6.81,27.46,23.81,24.03,13.32,4.57,2299,98.56,1.44,69511,60.78,39.22,2205,3.17,0,1.32,17.33,38.89,43.77
4571,Bridgeville,42003457100,1484,48.52,51.48,4.78,4.72,5.05,4.72,7.68,20.22,7.14,13.81,12.06,11.05,6.2,2.56,3.57,0,0,0,89.96,6.47,750,43.33,56.67,19.87,80.13,1084,5.72,33.76,31.37,22.14,4.24,2.76,869,92.17,7.83,48333,52,48,801,3.62,0,3.37,18.13,40.67,41.2
4572,Bridgeville,42003457200,3484,50.75,49.25,6.43,3.16,6.08,2.58,8.15,16.82,8.64,15.1,12.23,7.46,7.12,6.23,4.19,0.63,0.57,0,93.46,0.92,1726,50.35,49.65,20.22,79.78,2564,5.15,29.91,35.06,17.32,9.91,2.66,1810,94.48,5.52,47875,57.13,42.87,1710,9.24,0,1.64,11.24,46.52,42.24
4580,Collier Twp,42003458000,8106,48.63,51.37,5.06,4.8,5.55,3.73,2.97,9.51,11.5,15.53,17.41,16.43,4.68,2.84,2.23,0.09,3.02,0,93.03,1.44,3869,57.66,42.34,20.52,79.48,6314,2.34,25.48,21.22,29.89,14.82,6.24,4323,96.74,3.26,89148,84.13,15.87,4170,8.82,0,0.1,3.67,34.53,61.79
4591.01,Robinson Twp,42003459101,1746,48.57,51.43,6.47,7.73,8.25,4.18,6.64,7.22,8.59,11.8,17.07,10.14,9.97,1.95,6.64,0,0,0,90.21,1.49,691,70.62,29.38,26.77,73.23,1165,11.42,28.84,24.81,23.43,8.93,2.58,743,94.35,5.65,69974,87.12,12.88,697,3.73,0,0.14,4.78,30.54,64.7
4591.02,Robinson Twp,42003459102,5992,49.27,50.73,6.11,3.47,4.29,2.82,5.42,14.82,12.97,14.25,17.72,11.01,5.41,1.7,3.2,0,2.4,0,94.39,0,2431,71.53,28.47,23.61,76.39,4667,6.73,24.23,20.81,33.06,12.34,2.83,3305,99.06,0.94,102383,80.46,19.54,3239,2.56,0.09,1.2,0,22.25,77.76
4592.01,Robinson Twp,42003459201,5965,50.83,49.17,4.27,3.87,4.73,2.46,9,19.45,10.11,15.54,13.31,10.23,4.49,2.53,4.29,0,3.29,0,91.63,0.79,2890,55.92,44.08,17.72,82.28,4513,1.95,25.57,16.97,33.37,15.67,6.47,3664,97.87,2.13,82628,66.51,33.49,3576,2.63,0,2.57,4.12,40.8,55.09
4592.02,Pennsbury Village,42003459202,720,41.25,58.75,8.06,2.22,1.81,0,1.11,31.39,14.17,8.19,18.89,9.17,4.17,0.83,8.19,0,0.28,0,85.97,5.56,489,25.56,74.44,12.07,87.93,625,2.24,19.04,21.92,38.4,14.56,3.84,525,100,0,64427,78.53,21.47,520,3.27,0.58,0,2.25,72.6,25.15
4600.01,Kennedy Twp,42003460001,4547,49.15,50.85,3.47,6.49,5.15,4.24,2.29,13.09,16.1,12.82,17.22,9.37,4.46,5.3,0.04,0,0.59,0,98.92,0.44,2045,66.06,33.94,22,78,3563,3.31,36.32,25.85,20.07,12.52,1.94,2642,94.21,5.79,86969,83.23,16.77,2481,5.36,0,0,6.11,38.09,55.8
4600.02,Kennedy Twp,42003460002,3572,47.09,52.91,6.47,4.96,4.96,1.88,7.33,14.81,10.33,13.27,15.85,11.37,4.59,4.2,2.24,1.04,1.34,0,91.55,1.15,1579,59.59,40.41,25.71,74.29,2658,5.53,33.11,19.26,30.93,9.44,1.73,1943,97.53,2.47,77690,72.13,27.87,1866,3.05,0.43,0,6.14,32.49,61.37
4610,Neville Twp,42003461000,993,48.64,51.36,2.42,1.61,4.33,3.42,5.34,14.3,12.59,15.81,16.82,14,6.24,3.12,6.34,0,0.81,0,86.2,3.83,565,42.65,57.35,15.04,84.96,823,7.53,39.98,31.35,13.85,6.93,0.36,542,97.6,2.4,44875,52.21,47.79,520,6.92,0.77,3.08,18.41,49.2,32.39
4621,Stowe Twp,42003462100,2842,49.93,50.07,4.79,8.83,8.9,4.61,7.32,12.74,13.48,13.09,13.05,6.12,5.14,1.94,23.26,0,0,0,70.48,6.26,1113,57.23,42.77,25.97,74.03,1863,9.5,49.54,29.31,8.64,2.47,0.54,1231,92.85,7.15,53075,53.19,46.81,1109,8.21,0.9,4.87,15.99,51.57,32.44
4626,Stowe Twp,42003462600,3355,47.78,52.22,5.93,4.26,8.46,4.47,10.34,9.54,16.42,17.7,8.49,7.15,5.78,1.43,23.19,0,0.51,0,68.05,8.26,1432,59.57,40.43,28.21,71.79,2232,10.71,38.93,40.1,5.65,4.26,0.36,1693,89.13,10.87,38013,52.72,47.28,1487,14.46,0,2.29,33.66,32.19,34.15
4639,McKees Rocks,42003463900,2657,50.55,49.45,3.5,5.83,4.52,3.31,11.74,14.6,15.39,15.58,13.36,6.62,4.4,1.13,25.63,0,0,0,69.25,3.73,1320,38.41,61.59,15,85,1889,16.04,37.11,30.86,13.92,2.06,0,1639,88.59,11.41,36750,51.36,48.64,1413,18.97,0,16.21,37.8,43.64,18.55
4643,Ingram,42003464300,3237,48.84,51.16,7.41,5.47,3.77,2.81,6.43,16.5,15.88,11.37,14.46,9.36,4.29,2.26,15.29,0,1.39,0,82.92,0.4,1516,56.4,43.6,27.04,72.96,2399,6.5,33.31,33.64,18.59,6.42,1.55,1972,96.3,3.7,55870,61.08,38.92,1878,13.15,0.69,2.34,15.11,41.62,43.28
4644,McKees Rocks,42003464400,3262,48.01,51.99,12.2,7.08,4.9,1.5,9.29,20.14,6.01,9.99,15.51,8.68,3.31,1.38,39.24,0,5.15,0,44.27,3.34,1581,36.18,63.82,27.01,72.99,2121,15.89,42.72,27.49,9.05,3.39,1.46,1307,93.5,6.5,19929,31.88,68.12,1172,16.13,0,3.67,44.97,31.82,23.21
4656,Crafton,42003465600,2670,42.28,57.72,8.69,2.66,2.1,1.12,15.73,19.63,8.24,10.9,14.83,9.55,5.77,0.79,9.89,0,0,0,87.9,2.21,1254,45.3,54.7,18.9,81.1,1861,6.29,31.7,27.57,22.46,11.5,0.48,1457,92.38,7.62,38654,46.65,53.35,1346,6.84,0,4.68,27.27,37.32,35.41
4658,Crafton,42003465800,3168,49.78,50.22,4.26,7.61,3.38,3.98,6.44,16.79,13.16,12.25,16.98,10.54,3.31,1.29,3.72,0,0.54,0,93.47,1.67,1491,50.44,49.56,20.59,79.41,2355,5.05,28.28,30.19,22.72,11.04,2.72,1841,97.72,2.28,65478,60.3,39.7,1799,9.51,0,1.5,5.7,44.33,49.96
4687,Carnegie,42003468700,1524,53.35,46.65,1.71,3.87,6.23,4.07,4.27,11.94,11.75,9.97,26.05,10.89,4.92,4.33,7.22,0.2,0,0,91.08,1.51,740,56.62,43.38,20.68,79.32,1217,7.07,26.62,31.39,26.46,6.57,1.89,807,97.89,2.11,56786,66.89,33.11,774,10.21,0.9,1.16,12.3,42.16,45.54
4688,Carnegie,42003468800,2681,48.49,51.51,7.01,2.76,5.93,2.01,4.85,27.56,11.56,10.37,15.85,6.42,4.03,1.64,10.74,0,0.22,0,87.99,0.26,1276,48.12,51.88,21.08,78.92,2076,8.14,29.05,28.37,26.59,5.49,2.36,1691,92.55,7.45,53485,62.38,37.62,1536,5.86,0.59,6.18,15.6,42.01,42.4
4689,Carnegie,42003468900,3678,48.23,51.77,6.28,3.97,3.07,2.69,7.29,24.12,7.18,7.75,18.57,12.72,3.72,2.64,11.75,0.35,3.62,0,79.04,4.95,1930,47.25,52.75,16.74,83.26,2821,2.87,31.62,33.18,23.5,5.92,2.91,2123,95.15,4.85,50170,46.79,53.21,1992,13.05,1,6.28,14.82,43.58,41.61
4690,Green Tree,42003469000,4885,44.63,55.37,5.92,5.77,3.58,2.48,4.85,19.39,9.03,9.66,19.16,10.95,5.04,4.18,1.97,0,8.27,0,88.82,0.94,2130,68.78,31.22,21.55,78.45,3781,3.99,18.83,25.31,31.31,15.26,5.29,2753,97.97,2.03,86684,71.88,28.12,2699,12.56,0,3.26,2.39,35.54,62.06
4703,Scott Twp,42003470300,4026,45.7,54.3,5.22,2.14,3.92,2.58,3.9,12.15,8.92,11.03,13.54,15.45,10.16,11,3.23,0,4.4,0,87.46,4.92,1754,57.18,42.82,19.84,80.16,3311,7.37,25.79,28.15,25.34,11.42,1.94,1889,98.57,1.43,61200,73.6,26.4,1830,7.32,0,1.75,6.67,46.07,47.26
4704,Scott Twp,42003470400,2793,49.84,50.16,2.58,6.27,4.44,2.83,5.94,9.49,14.21,15.15,15.97,11.6,7.45,4.08,0.32,0.11,1.65,0,96.78,0.25,1320,60.61,39.39,22.42,77.58,2177,5.65,22.74,28.71,28.16,13.23,1.51,1568,97.07,2.93,73068,87.65,12.35,1506,6.37,0,0.66,7.73,35.53,56.74
4705.01,Scott Twp,42003470501,3858,53.81,46.19,7.34,7.1,1.76,1.35,7.88,28.41,18.07,8.58,5.94,10.11,1.53,1.94,0.44,0,33.93,0,52.88,8.97,2012,48.31,51.69,27.73,72.27,2877,2.95,10.46,17.94,38.79,22.04,7.82,2203,99.14,0.86,79146,29.67,70.33,2202,21.71,0,3.18,7.55,71.77,20.68
4705.02,Scott Twp,42003470502,2975,44.77,55.23,3.8,5.58,4.3,1.61,4.54,9.04,9.51,13.75,16.97,12.2,9.51,9.18,4.5,0.2,3.29,0,90.99,1.01,1258,68.92,31.08,24.32,75.68,2385,4.65,25.58,17.36,26.08,20.13,6.21,1461,98.9,1.1,80870,82.03,17.97,1406,6.61,0,1.21,7.23,30.13,62.64
4706,Scott Twp,42003470600,2973,48.77,51.23,3.26,6.73,6.73,2.22,7.64,17.63,12.61,10.66,14.19,13.86,4.14,0.34,1.51,0,0.64,0,94.89,2.96,1389,54.43,45.57,22.1,77.9,2183,3.94,46.86,23.22,17.13,6.87,1.97,1765,93.2,6.8,53245,59.83,40.17,1585,7.51,0,1.32,7.13,52.41,40.46
4710,Heidelberg,42003471000,1271,48.62,51.38,4.01,5.59,3.23,3.07,6.85,17.31,12.2,14.63,15.26,9.44,6.22,2.2,1.26,0,3.62,0,92.84,2.28,638,47.34,52.66,14.73,85.27,982,5.3,36.25,32.79,18.13,6.62,0.92,735,98.5,1.5,50795,65.2,34.8,709,5.64,0,6.06,10.97,48.75,40.28
4721,Dormont,42003472100,2219,48.81,51.19,4.78,3.65,2.97,3.7,8.07,21.9,15.23,11.99,13.52,5.77,5.23,3.2,2.61,0,0,0,92.92,4.01,1192,41.86,58.14,15.18,84.82,1705,0.88,23.52,35.54,25.92,12.43,1.7,1426,94.46,5.54,52667,50.76,49.24,1309,21.08,0,1.22,17.2,50.84,31.97
4722,Dormont,42003472200,2323,52.86,47.14,2.28,2.24,4.69,4.22,5.81,29.1,18.17,14.77,8.39,6.11,2.88,1.33,1.03,0,2.11,0,96.17,0.69,1130,45.04,54.96,15.31,84.69,1876,3.14,15.35,21.06,39.13,15.46,5.86,1714,98.77,1.23,80072,54.25,45.75,1620,24.57,0,0.86,10.62,48.67,40.71
4723,Dormont,42003472300,2003,50.92,49.08,5.99,3.79,2.55,1.95,8.24,29.66,14.73,11.38,12.33,5.89,1.6,1.9,8.39,0,2.3,0,84.77,2.75,976,46.72,53.28,18.24,81.76,1552,2.9,23.58,24.48,33.89,11.21,3.93,1452,96.69,3.31,61364,49.9,50.1,1391,22.21,0,2.95,13.83,42.42,43.75
4724,Dormont,42003472400,1828,49.56,50.44,5.53,4.81,6.07,1.7,6.4,16.96,13.62,13.07,18,7.17,4.92,1.75,1.2,0,2.24,0,93.44,3.12,778,64.27,35.73,24.42,75.58,1380,2.25,22.39,27.25,34.35,9.64,4.13,1180,94.75,5.25,80833,85.35,14.65,1093,15.83,0,1.74,1.93,44.47,53.61
4731,Mount Lebanon,42003473100,5024,51.77,48.23,6.89,8.72,7.13,3.24,4.6,12.38,15.17,10.59,15.07,8.74,5.71,1.77,0.66,0.24,2.41,0,95.08,0.98,2142,57.84,42.16,32.07,67.93,3488,4.13,12.64,12.73,37.47,20.36,12.67,2677,97.42,2.58,89375,57.8,42.2,2548,13.34,0,2.71,9.66,42.58,47.76
4732,Mount Lebanon,42003473200,2892,46.27,53.73,5.36,5.39,6.36,2.28,4.74,11.07,12.28,13.73,13.49,12.93,8.23,4.15,2.39,0,3.84,0,89.56,3.94,1463,52.63,47.37,22.08,77.92,2194,4.06,11.85,18.14,35.14,22.06,8.75,1503,98.6,1.4,70313,51.61,48.39,1459,14.46,0,3.91,17.16,46.55,36.3
4733,Mount Lebanon,42003473300,5437,49.55,50.45,2.83,7.5,8.98,4.86,2.83,10.04,12.58,14.82,12.82,12.14,6.16,4.43,0.61,0,2.19,0,93.38,2.85,2225,67.33,32.67,30.25,69.75,3969,2.72,13.35,17.01,37.14,19.8,9.97,2770,99.39,0.61,107379,77.48,22.52,2738,10.66,0.62,1.64,15.15,23.42,61.44
4734.01,Mount Lebanon,42003473401,3574,50.59,49.41,3.19,8.28,8.25,6.88,3.08,14.05,14.55,13.12,15.33,9.32,2.83,1.12,0.84,0,2.8,0,93.76,1.59,1492,63.14,36.86,35.86,64.14,2513,1.15,10.23,18.98,35.73,25.15,8.75,2063,96.36,3.64,93875,68.83,31.17,1958,12.77,0.46,4.95,9.79,34.38,55.83
4734.02,Mount Lebanon,42003473402,3417,48.35,51.65,3.31,5.82,9.39,4.21,4.83,9.92,11.71,14.69,14.34,10.16,8.69,2.93,0.5,0,3.48,0,92.71,3.31,1460,62.81,37.19,27.88,72.12,2475,1.54,5.37,20.32,38.71,22.14,11.92,1809,98.89,1.11,116389,73.63,26.37,1784,13.23,0,2.35,9.25,28.97,61.78
4735,Mount Lebanon,42003473500,3691,52.24,47.76,4.52,7.18,8.89,5.36,3.44,7.67,13.3,14.85,18.04,10.35,4.61,1.79,0.65,0,0.57,0,98.02,0.76,1266,84.68,15.32,43.13,56.87,2606,1.11,7.56,13.51,39.79,23.18,14.85,1778,94.09,5.91,138158,93.29,6.71,1673,11.54,0,1.14,1.34,17.69,80.96
4736.01,Mount Lebanon,42003473601,3731,46.15,53.85,4.23,5.09,8.87,6.06,5.17,5.6,12.6,15.95,14.12,11.71,4.9,5.68,2.73,0,5.6,0,90.59,1.07,1566,67.18,32.82,33.52,66.48,2633,1.22,8.96,10.79,36.61,25.83,16.59,1713,94.92,5.08,123194,76.5,23.5,1588,6.49,0,1.76,15.07,22.92,62.01
4736.02,Mount Lebanon,42003473602,4537,48.23,51.77,5.14,4.52,6.5,4.3,4.89,5.86,14.41,15.25,15.36,10.54,7.47,5.75,1.68,1.23,9.48,0,86.91,0.71,1925,66.39,33.61,28.1,71.9,3387,0.59,14.14,20.11,34.84,19.28,11.04,2036,98.62,1.38,85059,83.22,16.78,1975,8.91,0,0,7.53,32.21,60.26
4741.01,Upper St. Clair Twp,42003474101,3742,48.4,51.6,5.69,8.44,8.61,5.21,5.51,5.67,14.14,17.18,16.03,8.74,4.17,0.61,1.31,0,12.48,0,83.89,1.44,1319,82.64,17.36,43.14,56.86,2490,2.25,11.41,21.97,35.22,18.76,10.4,1828,96.83,3.17,125781,98.41,1.59,1770,7.12,0,0,0.76,16,83.25
4741.02,Upper St. Clair Twp,42003474102,3732,46.97,53.03,6,7.29,7.45,6.48,4.07,10.93,10.48,13.83,12.75,9.16,5.47,6.08,0.24,0.24,5.98,0,92.02,1.53,1370,77.3,22.7,40.73,59.27,2564,2.96,12.17,19.7,36.62,19.34,9.21,1854,94.28,5.72,123125,89.2,10.8,1741,4.77,0,2.41,8.18,20.44,71.39
4742.01,Upper St. Clair Twp,42003474201,2535,50.97,49.03,6.07,6.11,9.15,5.13,4.77,7.61,10.22,18.93,14.6,10.73,4.62,2.05,0.51,0,6.67,0,92.54,0,934,76.87,23.13,41.01,58.99,1743,0.34,10.04,14.11,43.09,23.29,9.12,1321,99.17,0.83,129423,94.75,5.25,1294,10.43,0,1.31,1.28,21.95,76.77
4742.02,Upper St. Clair Twp,42003474202,4966,49.78,50.22,4.59,5.54,8.88,6.81,4.91,5.94,13.09,15.08,14.98,7.37,6.69,6.12,0.18,0,6.24,0,91.95,1.63,1922,74.92,25.08,34.39,65.61,3440,3.08,10.67,11.72,41.89,17.5,15.14,2405,96.76,3.24,129643,80.12,19.88,2327,6.96,0,1.12,6.14,21.8,72.06
4742.03,Upper St. Clair Twp,42003474203,4762,50.63,49.37,6.3,7.48,7.12,5.65,4.22,10.58,12.14,16.11,14.07,9.47,4.47,2.39,0.76,0.36,7.81,0,88.24,2.08,1648,89.26,10.74,43.14,56.86,3297,4,13.1,16.95,36.18,22.47,7.28,2408,97.67,2.33,135381,95.57,4.43,2307,8.28,0,1.56,1.21,15.84,82.95
4751.01,Bethel Park,42003475101,4682,45.09,54.91,3.99,4.72,3.95,1.94,5.72,10.85,11.6,16.34,11.09,11.94,11.51,6.34,4.02,0.38,6.45,0,87.23,0.98,2221,58.4,41.6,19.54,80.46,3730,6.6,25.87,24.93,28.34,10.51,3.75,2341,94.87,5.13,62457,63.17,36.83,2206,21.8,0,0.05,15.17,40.75,44.08
4751.02,Bethel Park,42003475102,1581,54.08,45.92,2.53,5.63,7.34,4.68,3.35,7.34,13.03,17.52,17.08,12.52,3.54,5.44,0.25,0,0.82,0,98.67,0.25,667,76.46,23.54,27.74,72.26,1209,5.71,20.68,28.37,25.64,16.13,3.48,852,96.83,3.17,83080,95.65,4.35,825,10.18,0,0.48,3.6,33.43,62.97
4752,Bethel Park,42003475200,4972,49.44,50.56,6.42,6.34,5.73,2.94,6.52,13.84,9.61,15.47,13.27,9.94,7.34,2.59,1.29,0,0.72,0,95.62,2.15,2031,69.77,30.23,30.03,69.97,3583,1.4,22.55,24.59,31.76,13.79,5.91,2657,94.28,5.72,87620,92.12,7.88,2420,10.62,0,0.37,1.58,26.49,71.94
4753.01,Bethel Park,42003475301,4686,49.32,50.68,5.68,4.74,5.91,2.07,5.89,8.88,11.05,16.56,15.34,13.23,7.7,2.94,4.16,0,0.66,0,90.4,3.91,2116,63.14,36.86,22.4,77.6,3548,7.98,28.35,29.14,23.28,8.09,3.16,2603,93.93,6.07,58288,63.33,36.67,2409,8.43,0,1.7,7.14,41.82,51.04
4753.03,Bethel Park,42003475303,3968,48.61,51.39,4.99,7.33,6.53,2.57,3.76,7.51,13.61,9.07,18.04,16.83,7.08,2.67,0.25,0,0,0,98.77,0.76,1588,79.6,20.4,28.15,71.85,2969,2.19,21.35,27.05,31.73,12.16,5.53,1939,94.84,5.16,93056,94.77,5.23,1821,8.84,0,0.44,3.34,24.12,72.55
