geo_id_ct,muni_nei,fips,total_pop,Male,Female,Under 5 years,5 to 9 years,10 to 14 years,15 to 17 years,18 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 to 74 years,75 to 84 years,85 years and over,Black,Indigenous/Native American,Asian,Native Hawaiian/Pacific Islander,White,Two or More Races,households,Family Households,Nonfamily Households,Households with Children,Households with No Children,over_25_dem,Less than High School,High School Degree or Equivalent,Some College,Bachelor's Degree,Master's Degree,Doctoral/Professional Degree,civ_lf_denom,Employed,Unemployed,hhincome,Owner-Occupied Housing Units,Renter-Occupied Housing Units,workers_16up_denom,Public Transportation,Bicycle,Walking,No Vehicle,One Vehicle,Two or More Vehicles
4753.04,Bethel Park,42003475304,5442,46.82,53.18,6.21,6.21,4.3,3.44,6.76,16.72,9.76,9.98,19.33,12.86,3.33,1.1,2.87,0,4.91,0,86.59,5.64,2200,70.36,29.64,28.95,71.05,3977,2.44,20.39,23.61,34.15,13.83,5.58,3137,97.61,2.39,100151,80.68,19.32,2992,8.12,0,1,1.41,31.77,66.81
4754.01,Bethel Park,42003475401,3931,50.39,49.61,4.63,4.94,6.59,2.93,3.61,11.19,13,12.64,13.18,12.74,10.23,4.32,1.73,0,0.97,0,94.51,2.8,1649,70.22,29.78,23.53,76.47,3039,3.92,27.25,27.67,25.63,10.79,4.74,1964,95.21,4.79,82147,85.02,14.98,1809,10.06,0,1.05,5.88,27.77,66.35
4754.02,Bethel Park,42003475402,2915,45.9,54.1,4.46,5.45,7.24,1.99,4.39,12.45,10.7,15.23,17.91,10.36,5.63,4.19,0.41,0,0.34,0,95.33,3.91,1191,72.88,27.12,24.27,75.73,2229,0.67,16.33,27.55,34.14,15.79,5.52,1619,96.17,3.83,89779,82.28,17.72,1549,5.55,0.52,0.32,5.29,23.43,71.29
4761,Castle Shannon,42003476100,5134,49.9,50.1,3.93,6.72,7.77,0.35,5.41,19.91,15.93,13.87,9.39,12.33,2.8,1.58,4.87,0,7.21,0,83.19,4.73,2457,49.29,50.71,22.14,77.86,3892,10.97,34.46,18.35,26.1,6.76,3.36,3017,95.66,4.34,54884,43.43,56.57,2796,13.45,0,4.43,8.55,55.51,35.93
4762,Castle Shannon,42003476200,3079,47.94,52.06,3.02,3.22,4.81,3.02,5.23,14.84,13.25,12.67,18.54,12.6,5.94,2.86,0.91,0,0.03,0,97.66,1.4,1423,59.45,40.55,16.73,83.27,2485,3.34,33.92,29.26,22.29,10.54,0.64,1984,97.48,2.52,73403,84.54,15.46,1907,11.22,0,0.47,4.08,40.34,55.58
4771,Whitehall,42003477100,3343,45.2,54.8,7.42,3.83,3.23,4.01,2.45,14.48,10.41,11.25,16.87,12.83,9.3,3.92,0.33,0,2.99,0.33,92.73,3.62,1533,61.84,38.16,23.74,76.26,2643,1.44,23.04,31.67,26.52,12.75,4.58,1690,97.87,2.13,82904,95.96,4.04,1637,6.29,0,0.37,4.44,34.64,60.93
4772,Whitehall,42003477200,4064,43.36,56.64,4.6,4.21,4.01,3.12,3.44,10.38,9.97,11.47,14.22,12.5,13.34,8.74,0.52,0.1,0.69,0,98.18,0.34,1844,59.06,40.94,20.07,79.93,3276,5.86,33.61,22.1,26.22,8.85,3.35,1898,95.1,4.9,63962,72.89,27.11,1747,10.19,0,0,9.49,36.88,53.63
4773,Whitehall,42003477300,6110,50.31,49.69,6.1,7.89,6.04,4.32,6.06,11.39,16.12,8.99,17.1,8.02,4.26,3.72,5.97,0.44,13.86,0,70.36,8.74,2523,60.17,39.83,26.52,73.48,4252,11.99,27.07,26.65,17.85,12.39,4.05,2859,98.15,1.85,58233,59.37,40.63,2810,8.54,0.5,4.31,11.77,46.69,41.54
4781,Brentwood,42003478100,3985,47.4,52.6,6.35,3.74,5.87,4.92,8.26,17.44,15.06,9.99,14.78,9.01,3.36,1.23,5.29,0,5.29,0,86.5,1,1827,53.53,46.47,25.73,74.27,2824,7.15,28.05,35.41,22.42,6.16,0.81,2324,96.6,3.4,54402,61.3,38.7,2232,10.8,0,1.75,12.48,42.58,44.93
4782,Brentwood,42003478200,5401,47.1,52.9,8.91,6.31,3.8,4.57,9.85,15.16,11.81,13.35,10.54,10.04,3.59,2.07,1.48,0,3.63,0,93.26,1.63,2122,62.02,37.98,31.29,68.71,3595,8.18,35.19,31.18,19.47,5.37,0.61,2950,97.83,2.17,59717,66.54,33.46,2824,7.9,0,8.39,13.34,48.21,38.45
4790,Baldwin Township,42003479000,2050,49.22,50.78,5.37,4.98,5.12,3.17,6.39,13.66,11.12,14.59,15.51,11.61,6.39,2.1,0,0,3.17,0,93.56,3.27,869,64.1,35.9,23.48,76.52,1537,3.71,27.91,37.02,23.88,7.48,0,1170,96.5,3.5,63125,94.94,5.06,1089,4.5,0,0.83,3.11,37.51,59.39
4801.01,Baldwin Borough,42003480101,5431,51.24,48.76,8.53,5.98,3.02,4.35,5.17,24.53,11.78,9.32,10.22,6.08,7.16,3.87,16.2,0,18.6,0,61.7,2.6,2234,61.24,38.76,32.63,67.37,3962,14.84,31.02,25.44,17.54,9.62,1.54,2892,97.2,2.8,47167,41.54,58.46,2743,9.66,0,4.34,14.55,48.7,36.76
4801.02,Baldwin Borough,42003480102,2878,48.05,51.95,4.69,5.91,3.54,4.55,6.64,14.63,9.62,11.85,16.96,10.22,7.85,3.54,0.83,0,4.31,0,94.02,0.45,1238,65.43,34.57,26.25,73.75,2149,3.82,39.41,31.78,17.03,7.45,0.51,1603,96.88,3.12,62000,84.49,15.51,1547,7.56,0,1.81,6.06,36.91,57.02
4802,Baldwin Borough,42003480200,3529,45.93,54.07,4.28,5.67,5.24,4.02,4.14,12.27,14.31,10.77,15.36,14,7.82,2.13,8.19,0,2.86,0,86.46,2.49,1264,73.89,26.11,31.57,68.43,2705,5.58,32.5,33.72,18.3,8.47,1.44,1879,90.63,9.37,86188,83.54,16.46,1675,11.76,0,0,3.88,33.31,62.82
4803,Baldwin Borough,42003480300,3428,52.68,47.32,5.51,7.5,8.14,4.29,6.21,11.46,15.32,16.8,9.48,8.63,4.14,2.51,2.63,0,0.23,0.26,93.23,3.65,1345,68.92,31.08,34.8,65.2,2343,4.14,34.31,32.86,18.82,6.83,3.03,1813,96.58,3.42,75391,86.54,13.46,1711,1.87,0,0,1.41,37.47,61.12
4804,Baldwin Borough,42003480400,4486,46.79,53.21,4.75,4.28,4.88,5.06,3.99,12.82,11.48,11.66,18.99,10.23,8.23,3.63,7.16,0.13,0,0,91.91,0.38,1957,65.41,34.59,25.5,74.5,3456,5.76,45.11,27.46,13.54,5.84,2.29,2378,95.29,4.71,77083,87.74,12.26,2197,3.05,0,0.05,13.8,28.51,57.69
4810,Mount Oliver,42003481000,3324,45.85,54.15,5.84,7.73,6.41,4.48,13.45,16.25,12.27,12.97,10.38,7.52,1.87,0.84,32.55,0.27,3.25,0,58.24,5.69,1379,54.89,45.11,31.76,68.24,2064,14.44,46.56,23.45,7.56,6.98,1.02,1624,86.33,13.67,38795,42.71,57.29,1386,36.15,0,6.42,44.53,38.22,17.26
4825,West Homestead,42003482500,1782,47.76,52.24,8.47,4.49,2.13,4.21,5.22,15.66,9.37,13.47,14.37,9.37,10.21,3.03,13.24,0.22,0,0,80.42,6.12,846,55.56,44.44,24,76,1345,4.76,32.42,30.33,23.79,5.28,3.42,1029,92.91,7.09,53106,73.17,26.83,943,7.1,0,1.7,11.94,46.22,41.84
4838,Homestead,42003483800,3170,48.52,51.48,6.56,8.49,6.09,2.97,8.74,14.23,11.96,8.71,11.23,10.16,5.84,5.05,59.12,0,4.38,0,35.02,1.48,1359,54.75,45.25,29.8,70.2,2129,14.61,35.46,33.54,8.78,6.25,1.37,1371,89.79,10.21,26220,27.52,72.48,1211,40.21,0,3.63,54.01,29.43,16.56
4843,Munhall,42003484300,3104,50.35,49.65,8.73,3.25,5.15,3.7,9.89,11.86,9.7,15.46,15.17,9.21,5.32,2.55,33.83,0,1.13,0,62.89,2.16,1504,41.95,58.05,19.41,80.59,2150,3.63,39.21,31.07,15.77,8.05,2.28,1727,94.56,5.44,32100,41.09,58.91,1581,21.51,0,3.98,30.65,28.59,40.76
4845,Munhall,42003484500,6012,46.17,53.83,7.19,3.51,5.29,2.63,6.05,10.78,13.51,11.21,17.95,12.24,5.17,4.47,2.88,0,1.56,0,94.79,0.77,2706,56.87,43.13,21.73,78.27,4529,3.27,35.73,31.84,21.15,5.37,2.65,3160,93.92,6.08,51846,68,32,2934,3.85,0,0.65,9.31,42.35,48.34
4846,Munhall,42003484600,2005,39.55,60.45,4.49,5.29,4.69,4.04,4.54,11.37,9.53,11.52,20.65,9.68,6.93,7.28,17.56,0,0,0,76.16,5.64,1049,44.04,55.96,13.06,86.94,1543,6.09,29.81,39.53,14.32,6.29,3.95,937,96.69,3.31,41122,53,47,829,7.36,0,8.08,21.26,45.19,33.56
4850,Whitaker,42003485000,1148,48.17,51.83,3.57,6.53,4.27,6.1,8.19,11.32,11.24,14.37,19.69,7.32,6.79,0.61,17.51,0,0,0,78.4,3.05,532,57.33,42.67,20.86,79.14,819,5.86,42,34.43,12.21,5.13,0.37,647,94.28,5.72,44881,60.34,39.66,604,15.56,0,2.65,13.35,43.23,43.43
4867,Duquesne,42003486700,2362,38.06,61.94,13.17,2.33,7.58,3.77,22.78,6.31,10.58,8.89,13,5.29,3.39,2.92,44.12,0.17,0,0,34.72,19.48,1094,59.14,40.86,37.66,62.34,1190,13.78,41.76,33.03,5.97,4.71,0.76,1148,87.54,12.46,18047,27.33,72.67,955,37.28,1.05,7.64,52.01,28.98,19.01
4868,Duquesne,42003486800,1588,45.97,54.03,10.33,7.05,8.63,3.59,8.75,13.85,8.31,14.42,11.59,7.87,3.9,1.7,69.96,0,0,0,28.4,1.64,618,53.4,46.6,32.85,67.15,979,8.58,47.09,36.36,4.6,3.37,0,754,83.95,16.05,36167,44.5,55.5,602,10.3,0,5.48,18.28,48.87,32.85
4869,Duquesne,42003486900,1593,51.48,48.52,13.68,6.59,11.49,3.83,12.68,5.71,13.37,11.68,10.48,7.22,1.57,1.69,64.41,0,0,0,22.22,13.37,535,60.19,39.81,39.07,60.93,824,14.56,33.74,37.86,11.77,1.21,0.85,560,86.61,13.39,31694,56.64,43.36,485,16.08,0,0,27.29,43.18,29.54
4870,Dravosburg,42003487000,1730,43.99,56.01,4.86,3.24,2.95,2.31,7.28,10.46,10.12,18.55,17.23,12.72,7.11,3.18,2.89,0,0,0,95.38,0,896,49.33,50.67,20.87,79.13,1373,4.3,42.24,33.36,15.73,4.37,0,861,98.14,1.86,34667,58.37,41.63,840,7.26,0,1.55,14.4,54.8,30.8
4881,West Mifflin,42003488100,2097,54.03,45.97,4.05,3.86,6.39,2.24,6.53,9.44,15.45,8.73,20.27,13.64,6.53,2.86,13.69,0,0,0,82.55,3.77,906,60.93,39.07,16.11,83.89,1613,5.7,46.5,28.46,11.59,6.76,0.99,1128,88.83,11.17,53750,86.53,13.47,979,4.49,0,2.96,7.06,37.97,54.97
4882,West Mifflin,42003488200,3503,46.85,53.15,10.82,7.79,6.42,3.8,7.62,12.33,12.65,8.16,11.3,7.34,8.11,3.65,7.74,0,0,0,84.16,8.11,1334,63.57,36.43,34.33,65.67,2226,6.15,39.76,33.56,14.87,5.12,0.54,1372,90.31,9.69,42273,72.49,27.51,1180,8.56,0,1.53,17.47,39.73,42.8
4883,West Mifflin,42003488300,2046,47.31,52.69,3.32,2.15,5.47,4.64,3.67,10.36,5.77,12.07,21.55,18.82,9.58,2.59,0.59,0,0,0,98.78,0.34,903,69.44,30.56,18.83,81.17,1652,3.27,40.25,34.93,13.56,5.81,2.18,1024,98.34,1.66,60938,91.58,8.42,989,2.33,0,0.71,3.43,39.87,56.71
4884,West Mifflin,42003488400,4616,46.66,53.34,4.01,4.77,6.95,4.77,5.29,12.65,12.56,11.22,18.87,9.75,6.43,2.73,10.57,0,0.35,0,82.17,6.91,2132,59.76,40.24,23.92,76.08,3426,7.76,41.39,30.41,15.03,4.38,1.02,2184,94.78,5.22,47381,78.24,21.76,2045,10.61,0,0,4.46,46.67,48.87
4885,West Mifflin,42003488500,2817,49.91,50.09,5.47,6.92,2.27,2.34,6.35,16.22,10.58,12.5,17.29,10.61,8.13,1.31,1.42,0,0,0,90.45,8.13,1301,63.11,36.89,21.29,78.71,2159,3.8,35.25,37.75,12.55,8.89,1.76,1585,93.94,6.06,53906,73.17,26.83,1483,6.68,0,4.45,8.15,39.35,52.5
4886,West Mifflin,42003488600,4755,47.3,52.7,5.24,2.99,4.46,2.67,7,14.49,8.41,14.57,17.37,12.53,7.17,3.09,7.63,0.4,0,0,89.48,1.72,2223,63.7,36.3,18.67,81.33,3692,3.98,32.56,40.49,13.19,7.67,2.11,2744,93.08,6.92,66181,80.75,19.25,2554,2.51,0,2.39,5.94,35.18,58.88
4890.01,Pleasant Hills,42003489001,4633,44.27,55.73,5.61,6.24,2.91,4.75,2.27,13.02,11.2,13.45,12.5,10.49,9.86,7.71,0.97,0,4.9,0,91.97,2.16,2099,59.6,40.4,23.06,76.94,3624,5.38,25.91,31.76,26.66,7.92,2.37,2319,97.37,2.63,66172,69.08,30.92,2242,3.97,0,0.67,7.15,31.49,61.37
4890.02,Pleasant Hills,42003489002,3480,45.69,54.31,4.48,4.14,5.11,4.17,4.91,14.37,12.5,14.43,15.63,14.6,3.99,1.67,1.06,0,0.52,0,98.25,0.17,1504,70.48,29.52,24.27,75.73,2686,4.77,19.43,28.41,28.56,15.08,3.76,2067,95.55,4.45,87115,87.1,12.9,1968,6.3,0,0.71,1.93,27.73,70.34
4900.02,South Park Twp,42003490002,4827,44.35,55.65,3.85,5.99,4.81,3.87,5.55,14.4,10.65,17.24,13.78,11.33,6.19,2.34,5.03,0.41,4.35,0,85.23,4.97,2177,62.52,37.48,23.75,76.25,3665,4.26,29.8,33.21,23.03,7.48,2.24,2699,94.22,5.78,54752,63.53,36.47,2524,4.6,0,1.27,2.16,44.14,53.7
4900.03,South Park Twp,42003490003,3714,47.2,52.8,3.5,5.52,6.09,2.91,5.28,12.84,13.54,14.03,14.75,15.05,5.76,0.73,3.42,0,0.81,0,92.78,2.99,1518,73.19,26.81,26.68,73.32,2849,3.51,28.57,29.31,22.99,14.29,1.33,2093,95.94,4.06,85978,87.29,12.71,1958,8.43,0,1.38,3.89,28,68.11
4900.04,South Park Twp,42003490004,4854,49.2,50.8,4.61,5.6,4.74,5.85,7.48,11.06,9.48,17.12,16.4,11.48,4.7,1.48,5.32,0,0.82,0,92.95,0.91,1900,74.37,25.63,32.74,67.26,3481,2.1,28.99,29.36,24.88,12.24,2.44,2992,96.66,3.34,91818,91.53,8.47,2839,7.78,0,0.04,4.58,20.74,74.69
4911.01,Jefferson Hills,42003491101,6964,47.5,52.5,5.23,6.5,9.13,4.45,7.01,8.07,13.51,11.72,17.22,9.74,3.89,3.53,1.97,0,4.12,0,93.54,0.37,2642,76.99,23.01,32.17,67.83,4713,3.33,19.41,24.66,32.53,16.53,3.54,3645,97.89,2.11,104942,83.57,16.43,3514,1.11,0,0,0.61,22.41,77
4912,Jefferson Hills,42003491200,1898,47.26,52.74,2.9,1.69,3.06,7.01,6.74,14.01,10.96,14.54,14.7,10.8,8.01,5.58,4.27,0,1.74,0,92.2,1.79,865,62.31,37.69,18.61,81.39,1492,2.28,28.89,31.77,23.93,10.92,2.21,1104,97.83,2.17,77212,71.1,28.9,1068,1.69,0,1.03,5.9,30.4,63.7
4927,Clairton,42003492700,2289,50.85,49.15,8.26,4.24,12.67,1.66,7.38,19.83,9.61,7.43,15.42,7.65,4.33,1.53,25.82,0,0.66,0,69.72,3.54,892,63,37,24.89,75.11,1506,13.08,37.58,33.47,9.83,3.59,2.46,1111,84.34,15.66,39432,57.96,42.04,915,3.06,0,0.98,12.11,41.03,46.85
4928,Clairton,42003492800,2221,44.39,55.61,4.77,3.87,2.79,3.69,5.04,7.74,15.08,8.1,19.14,16.03,4.91,8.82,51.6,0,0,0,48.04,0.36,1148,46.86,53.14,14.63,85.37,1773,6.26,47.38,35.93,7.84,0.85,1.75,1013,89.93,10.07,39819,62.11,37.89,898,10.24,0,1.22,19.95,41.64,38.42
4929,Clairton,42003492900,2109,48.89,51.11,4.88,3.37,1.66,3.03,17.83,15.88,12.14,12.85,11.71,8.06,3.13,5.45,36.23,0,0,0,62.87,0.9,1026,49.51,50.49,16.28,83.72,1460,4.25,42.88,34.66,12.53,4.86,0.82,1148,82.32,17.68,35722,50.97,49.03,906,22.96,0,0,18.42,45.03,36.54
4940,Elizabeth Borough,42003494000,1439,49.2,50.8,4.24,6.39,5.7,4.17,10.08,10.63,10.35,10.49,20.78,9.87,4.03,3.27,2.15,0,0.83,0,95.83,0.76,663,56.11,43.89,23.53,76.47,999,6.41,43.24,34.13,12.11,3.1,1,717,93.86,6.14,40179,56.86,43.14,664,5.57,0,4.22,15.69,43.89,40.43
4950,Forward Twp,42003495000,3303,48.99,51.01,5.15,2.42,3.39,5.06,8.2,11.78,7.05,14.83,17.32,12.47,9.66,2.66,1.54,0,0,0,97.31,1.15,1473,60.9,39.1,22.47,77.53,2503,9.63,41.63,26.81,16.82,3.36,1.76,1706,89.68,10.32,61597,85.81,14.19,1491,0.8,0,0.6,6.11,34.01,59.88
4961.01,Elizabeth Twp,42003496101,3003,47.62,52.38,6.03,4.76,4.86,5,4.6,6.46,13.59,13.35,17.68,11.85,7.16,4.66,0.4,0,0.33,0,97.97,1.3,1236,74.6,25.4,25.32,74.68,2245,2.81,36.12,30.47,19.38,9.27,1.96,1563,96.1,3.9,80577,96.68,3.32,1463,1.98,0,0,3.56,31.07,65.38
4961.02,Elizabeth Twp,42003496102,4310,47.54,52.46,4.04,4.83,6.08,2.92,5.73,9.58,11.81,14.2,15.71,12.58,7.98,4.55,1.42,0,0.35,0,96.47,1.37,1831,71.49,28.51,22.23,77.77,3293,3.92,41.36,29.94,15.91,7.8,1.06,2127,95.58,4.42,63778,86.73,13.27,1999,0.8,0,0.35,2.89,28.02,69.09
4962,Elizabeth Twp,42003496200,5754,45.67,54.33,2.57,4.76,6.12,3.09,9.68,10.78,10.18,13.02,18.72,10.83,6.81,3.44,0.33,0,0.7,0,97.2,1.18,2412,66.17,33.83,22.93,77.07,4245,4.78,30.77,37.27,15.57,9.85,1.77,3178,96.73,3.27,62717,72.47,27.53,3043,2.14,0.39,1.25,9.25,34.2,56.56
4970,Lincoln,42003497000,1008,53.08,46.92,4.66,3.27,2.68,2.98,7.14,6.55,10.62,17.56,20.34,17.76,4.07,2.38,1.19,0.1,0,0,98.41,0.3,452,68.14,31.86,19.91,80.09,799,4.63,43.8,34.54,12.52,4.13,0.38,561,95.19,4.81,67500,91.81,8.19,519,0.96,0,0.58,3.98,21.46,74.57
4980,Liberty,42003498000,2363,45.03,54.97,4.32,2.33,5.59,4.82,5.25,11.3,12.53,14.05,17.99,15.15,4.53,2.16,1.9,0,0.51,0,95.6,1.99,1168,57.19,42.81,23.72,76.28,1836,3.16,38.29,37.8,13.4,6.86,0.49,1339,91.26,8.74,56000,82.19,17.81,1237,0.49,0.57,1.94,5.57,42.89,51.53
4993,Glassport,42003499300,1746,45.3,54.7,8.36,5.78,4.87,1.6,4.98,15.29,9.22,12.66,17.12,10.08,7.5,2.52,0,0,0,0,100,0,780,60.64,39.36,31.67,68.33,1299,14.24,42.26,29.79,6.85,5,1.85,920,92.28,7.72,45588,80.9,19.1,833,4.2,0,0,4.23,46.92,48.85
4994,Glassport,42003499400,2625,52.69,47.31,5.75,6.59,3.47,1.22,6.86,12.38,13.71,9.56,22.21,9.64,5.03,3.58,7.58,1.49,0.72,0.99,84.57,4.65,1253,51.8,48.2,22.03,77.97,1998,6.21,50.55,31.53,7.46,2.9,1.35,1521,90.99,9.01,37060,63.61,36.39,1279,10.79,0,7.04,12.77,57.14,30.08
5003,Port Vue,42003500300,3697,47.42,52.58,7.98,4.27,4.14,3.16,4.79,14.66,10.6,17.55,10.95,9.44,8.2,4.25,2.14,0,1.51,0,93.97,1.84,1742,59.13,40.87,24.11,75.89,2797,5.58,45.91,31.43,13.16,3.5,0.43,2047,93.99,6.01,54063,73.42,26.58,1894,3.75,0,0.48,12.51,35.53,51.96
501,Middle Hill (Pittsburgh),42003050100,1745,39.89,60.11,8.6,2.64,5.9,2.12,10.6,15.3,5.85,9.74,18.62,9.11,5.96,5.56,84.13,0,0.97,0,12.89,2.01,934,44.97,55.03,23.34,76.66,1224,16.67,29.17,46.16,2.04,5.56,0.41,772,92.75,7.25,25079,27.94,72.06,708,41.67,0,12.85,43.36,44,12.63
5010,Versailles,42003501000,1621,46.82,53.18,2.59,1.85,5.49,4.81,9.32,14.44,7.77,16.84,14.56,10.55,8.02,3.76,4.94,0,0,0,93.77,0.93,802,50.12,49.88,17.96,82.04,1231,6.58,51.34,31.84,4.87,4.31,1.06,846,91.25,8.75,41094,49.38,50.62,762,5.12,0,2.23,13.97,47.01,39.02
5030.02,White Oak,42003503002,5898,46.56,53.44,5.43,4.32,3.83,3.1,5.87,11.19,12.6,9.16,19.87,9.29,10.92,4.43,2.8,0.19,0.34,0,95.73,0.58,2735,61.28,38.72,18.68,81.32,4568,4.01,36.67,33.45,18.28,5.34,2.26,3026,97.62,2.38,58206,68.81,31.19,2933,2.42,0,4.26,4.17,41.32,54.53
5041,North Versailles,42003504100,4758,47.02,52.98,2.69,6.73,6.37,3.57,7.23,9.63,12.36,13.45,15.83,12.72,5.7,3.74,27.24,0,0.48,0,68.77,3.51,2337,50.79,49.21,25.93,74.07,3493,4.55,43.66,34.15,13.63,3.41,0.6,2385,91.28,8.72,36317,56.01,43.99,2152,14.13,0,1.16,20.92,39.02,40.05
506,Upper Hill (Pittsburgh),42003050600,2145,44.57,55.43,6.01,5.17,0.37,3.31,14.41,14.55,7.65,7.74,17.58,9.28,6.81,7.13,75.48,0,6.11,0,16.22,2.19,832,60.1,39.9,16.95,83.05,1517,8.24,25.58,32.5,12.13,16.08,5.47,928,97.31,2.69,52586,58.65,41.35,844,14.22,2.01,2.25,24.04,50.72,25.24
5070,East McKeesport,42003507000,1955,50.38,49.62,3.07,6.91,3.27,2.76,5.47,10.03,11.51,19.64,17.19,11.76,5.42,2.97,4.86,0.41,0,0,87.47,6.55,989,50.86,49.14,17.19,82.81,1535,7.36,42.48,35.7,8.08,5.21,1.17,1087,93.1,6.9,43302,61.48,38.52,1008,2.68,0,0.79,15.47,42.47,42.06
5080,Wilmerding,42003508000,1860,43.98,56.02,6.29,10.65,7.42,4.57,4.68,13.39,13.12,7.47,16.77,8.87,3.6,3.17,30.11,0,0,0,58.98,7.1,871,39.38,60.62,24.45,75.55,1235,12.31,38.95,39.68,5.1,3.64,0.32,742,84.91,15.09,27113,31.69,68.31,618,5.18,0,1.46,31.46,43.63,24.91
509,Bedford Dwellings (Pittsburgh),42003050900,1348,38.95,61.05,6.75,4.3,8.61,5.49,14.69,6.16,15.73,8.53,9.79,9.64,9.87,0.45,91.32,0,0,0,2.97,2.23,828,40.1,59.9,30.92,69.08,811,14.67,45.01,35.14,4.44,0.74,0,588,77.04,22.96,15216,7.37,92.63,442,34.84,0,17.42,74.52,22.71,2.78
5094,Turtle Creek,42003509400,5197,40.33,59.67,9.06,3.87,8.66,4.31,8.54,9.68,13.53,9.83,12.85,12.1,3.89,3.68,15.99,0,0.5,0,75.33,7.93,2347,55.05,44.95,32.68,67.32,3407,7.69,38.83,37.25,7.22,8.16,0.85,2571,91.52,8.48,33292,39.92,60.08,2326,3.44,0,0.64,18.28,51.56,30.16
510,Terrace Village (Pittsburgh),42003051000,2130,46.85,53.15,1.03,2.77,2.58,1.17,53.94,12.35,4.74,5.35,7.51,6.2,1.74,0.61,46.71,0,8.73,0,41.55,2.68,778,26.48,73.52,14.14,85.86,820,12.93,32.44,34.51,8.54,7.56,4.02,868,91.13,8.87,12269,7.2,92.8,761,34.69,0,25.49,55.78,37.28,6.94
5100,East Pittsburgh,42003510000,1576,45.05,54.95,11.55,8.38,7.04,1.71,8.31,27.41,5.77,4.95,11.99,6.92,5.14,0.82,70.81,0,0.38,0,25.76,2.79,800,50.25,49.75,32.5,67.5,993,5.14,43.71,37.97,12.19,0.4,0.6,820,94.63,5.37,30663,25.5,74.5,732,31.56,0,1.5,37.88,47.88,14.25
511,Terrace Village (Pittsburgh),42003051100,402,56.22,43.78,36.57,15.67,14.43,0,10.7,15.17,1.99,1,0,4.48,0,0,63.18,0,0,0,0,36.82,130,86.15,13.85,86.15,13.85,91,15.38,21.98,53.85,8.79,0,0,116,66.38,33.62,16563,0,100,47,53.19,0,0,70.77,29.23,0
5120,North Braddock,42003512000,2383,50.48,49.52,4.99,4.24,6.76,4.91,6.29,13.97,10.28,7.97,13.01,15.65,6.92,4.99,27.95,0,0.88,0,64.08,7.09,1179,50.64,49.36,21.03,78.97,1735,8.3,49.8,28.82,8.18,3.52,1.38,1224,90.2,9.8,41222,58.18,41.82,1047,6.4,0,8.4,8.74,55.64,35.62
5128,North Braddock,42003512800,1340,37.99,62.01,6.57,10.45,10.22,3.66,9.7,13.36,9.33,9.63,15.22,6.64,3.28,1.94,69.4,0,1.19,0,24.55,4.85,689,45.43,54.57,28.16,71.84,796,8.29,52.14,25.13,6.16,6.78,1.51,548,89.78,10.22,22097,40.2,59.8,484,28.31,0,3.93,47.75,36.72,15.53
5129,North Braddock,42003512900,1018,46.46,53.54,3.54,5.11,5.01,7.56,9.82,8.74,20.24,8.25,9.23,12.97,6.78,2.75,58.74,0,0,0,38.7,0.98,499,47.7,52.3,24.65,75.35,702,12.96,40.88,35.9,4.56,4.7,1,404,90.84,9.16,26953,53.91,46.09,367,26.16,0,2.18,36.47,47.09,16.44
5138,Braddock,42003513800,1869,54.09,45.91,3.05,5.08,7.38,5.56,6.15,10.38,7.65,14.07,17.44,10.33,5.89,7.01,68.33,0,0,0,22.47,9.2,789,45.5,54.5,22.18,77.82,1360,11.99,49.85,25.29,8.24,4.26,0.37,606,90.1,9.9,21972,47.78,52.22,541,24.4,0,0,35.61,45.5,18.89
5140,Rankin,42003514000,2068,43.62,56.38,7.11,5.46,6.38,4.11,12.38,13.97,13.25,19.49,11.61,3.38,2.18,0.68,82.54,0,0,0,15.57,1.6,912,56.25,43.75,28.07,71.93,1335,7.34,32.58,37.98,12.96,8.76,0.37,1181,85.69,14.31,34091,25.77,74.23,979,35.55,0,1.43,28.07,55.15,16.78
5151,Swissvale,42003515100,2769,46.33,53.67,5.02,5.34,3.29,3.97,7.55,19,11.52,18.06,15.13,7.76,2.96,0.4,56.34,0,0.54,0,42.36,0.76,1303,50.27,49.73,24.25,75.75,2072,4.25,32.05,37.6,19.4,5.84,0.87,1633,95.28,4.72,43244,41.9,58.1,1556,28.28,0.58,4.63,21.26,42.44,36.31
5152,Swissvale,42003515200,2159,43.12,56.88,6.67,3.94,3.15,2.5,6.48,22.65,16.95,10.75,13.52,8.11,3.94,1.34,22.46,0,1.99,0,66.79,6.48,1167,38.56,61.44,16.54,83.46,1668,3.78,27.16,20.14,27.34,17.03,4.56,1405,95.59,4.41,50747,45.84,54.16,1343,24.05,1.12,0,11.65,57.67,30.68
5153,Swissvale,42003515300,1620,49.2,50.8,3.77,1.85,6.42,3.64,10.68,15.62,11.54,8.21,13.89,12.96,8.58,2.84,46.85,0.25,0.62,0,50.06,1.98,842,41.21,58.79,17.81,82.19,1193,11.65,28.5,29.51,14.75,11.82,3.77,782,91.05,8.95,31786,43.82,56.18,702,28.35,1,9.97,27.32,56.41,16.27
