business_status,formatted_address,name,price_level,rating,types,user_ratings_total,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,lat,lng,census_code
OPERATIONAL,"2900 Bedford Ave, Pittsburgh, PA 15219",Z-Best Barbeque Chicken & Ribs,2,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",356,40.4525696,-79.9672205,40.45406122989272,-79.96597617010728,40.45136157010727,-79.96867582989272,40.4525696,-79.9672205,420030501002
OPERATIONAL,"4638 Browns Hill Rd, Pittsburgh, PA 15217",Zoom Dry Cleaning,NA,4.4,"['laundry', 'point_of_interest', 'establishment']",72,40.415228,-79.92372,40.41650907989272,-79.92244557010729,40.41380942010728,-79.92514522989273,40.415228,-79.92372,420031414004
OPERATIONAL,"600 Grant St, Pittsburgh, PA 15219",Esthetics By Esther,NA,4.3,"['health', 'point_of_interest', 'establishment']",11,40.4410742,-79.9949158,40.44249602989272,-79.99387227010729,40.43979637010727,-79.99657192989272,40.4410742,-79.9949158,420030201004
OPERATIONAL,"5001 Baum Blvd #405, Pittsburgh, PA 15213",SKIN by Stephanie,NA,3,"['health', 'point_of_interest', 'establishment']",4,40.4553461,-79.9450248,40.45655902989272,-79.94360647010728,40.45385937010728,-79.94630612989272,40.4553461,-79.9450248,420030804002
OPERATIONAL,"472 Wildwood Ave, Verona, PA 15147",Hey BOOP,NA,0,"['health', 'point_of_interest', 'establishment']",0,40.5033399,-79.8402223,40.50481162989273,-79.83878452010727,40.50211197010728,-79.84148417989272,40.5033399,-79.8402223,420035238004
OPERATIONAL,"452 S Main St, Pittsburgh, PA 15220",Encore Event Design,NA,4.9,"['point_of_interest', 'establishment']",14,40.4410946,-80.034701,40.44238557989271,-80.03331407010727,40.43968592010727,-80.03601372989272,40.4410946,-80.034701,420035626001
OPERATIONAL,"South Park Area, Bethel Park, PA 15102",K. Flowers Designs: custom wedding stationery,NA,5,"['point_of_interest', 'establishment']",7,40.330351,-80.0220188,40.33170462989273,-80.02065282010727,40.32900497010728,-80.02335247989272,40.330351,-80.0220188,NA
OPERATIONAL,"2517 Penn Ave, Pittsburgh, PA 15222",Slate Studio,NA,4.7,"['point_of_interest', 'establishment']",36,40.4544548,-79.9794617,40.45574072989272,-79.97803572010727,40.45304107010728,-79.98073537989272,40.4544548,-79.9794617,420030203001
OPERATIONAL,"1439 Woods Run Ave, Pittsburgh, PA 15212",BJ's Event Center,NA,0,"['point_of_interest', 'establishment']",0,40.4750698,-80.03483729999999,40.47648257989272,-80.03356567010728,40.47378292010728,-80.03626532989273,40.4750698,-80.0348373,NA
OPERATIONAL,"528 N Homewood Ave, Pittsburgh, PA 15208",CKV Suites,NA,4.8,"['point_of_interest', 'establishment']",5,40.4533378,-79.89823109999999,40.45471222989272,-79.89694447010727,40.45201257010728,-79.89964412989272,40.4533378,-79.8982311,420031308003
OPERATIONAL,"1901 Centre Ave Conference Room 1, Pittsburgh, PA 15219","Cameron Professional Services Group, LLC",NA,3,"['accounting', 'finance', 'point_of_interest', 'establishment']",2,40.443418,-79.98104,40.44463657989272,-79.97967192010728,40.44193692010727,-79.98237157989273,40.443418,-79.98104,420030305001
OPERATIONAL,"901 Western Ave Ste 208C, Pittsburgh, PA 15233","Quinerly Financial Group, LLC",NA,5,"['accounting', 'finance', 'point_of_interest', 'establishment']",6,40.4516792,-80.0165936,40.45314857989273,-80.01528137010729,40.45044892010728,-80.01798102989272,40.4516792,-80.0165936,420035627001
OPERATIONAL,"6000 Penn Ave, Pittsburgh, PA 15206",Isom Capital Investments LLC,NA,0,"['finance', 'point_of_interest', 'establishment']",0,40.46108,-79.92454819999999,40.46252997989272,-79.92313772010728,40.45983032010728,-79.92583737989273,40.46108,-79.9245482,420031115002
OPERATIONAL,"Office Service, 5001 Baum Blvd, Pittsburgh, PA 15213",Brown Insurance Agency,NA,4.7,"['insurance_agency', 'point_of_interest', 'establishment']",13,40.4553337,-79.94519810000001,40.45653012989273,-79.94377152010729,40.45383047010728,-79.94647117989274,40.4553337,-79.9451981,420030804002
OPERATIONAL,"106 Isabella St, Pittsburgh, PA 15212",Remake Learning,NA,0,"['point_of_interest', 'establishment']",0,40.4480371,-80.0024407,40.44929787989272,-80.00105932010729,40.44659822010728,-80.00375897989272,40.4480371,-80.0024407,420035632011
OPERATIONAL,"7424 Washington Ave, Pittsburgh, PA 15218",Credit Power LLC,NA,5,"['finance', 'point_of_interest', 'establishment']",34,40.4201268,-79.8881976,40.42157437989272,-79.88691067010727,40.41887472010728,-79.88961032989272,40.4201268,-79.8881976,420035153001
OPERATIONAL,"2010 E Carson St, Pittsburgh, PA 15203",Aliya Wrays Beauty Parlor,NA,3.7,"['spa', 'point_of_interest', 'establishment']",17,40.4283603,-79.97712659999999,40.42980197989272,-79.97576947010728,40.42710232010728,-79.97846912989272,40.4283603,-79.9771266,420031702004
OPERATIONAL,"216 E 7th Ave, Homestead, PA 15120",Dreamz Hair Salon and Barber Shop,NA,4.3,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']",113,40.4076025,-79.91074669999999,40.40895232989272,-79.90939687010726,40.40625267010728,-79.91209652989271,40.4076025,-79.9107467,420034838002
OPERATIONAL,"4237 Murray Ave, Pittsburgh, PA 15217",S-Spa of Pgh,NA,4.8,"['beauty_salon', 'hair_care', 'dentist', 'spa', 'health', 'point_of_interest', 'store', 'establishment']",22,40.422128,-79.928567,40.42344412989272,-79.92735507010728,40.42074447010728,-79.93005472989272,40.422128,-79.928567,420031517001
